iter	MultiClass
143	0.879877123
144	0.8740898501
145	0.8678701426
146	0.8620250125
147	0.8565191756
148	0.8505479276
149	0.8448921629
150	0.8393587088
151	0.8340661078
152	0.8283602215
153	0.822934293
154	0.817498501
155	0.8121034431
156	0.8070030625
157	0.8018012244
158	0.7965558358
159	0.7913003753
160	0.7860968157
161	0.7809672344
162	0.7756842541
163	0.7704460074
164	0.7652496009
165	0.7601567157
166	0.7553768542
167	0.7504825239
168	0.7458548104
169	0.7408221356
170	0.7361065143
171	0.7311917092
172	0.7264537681
173	0.7219834057
174	0.7173764162
175	0.7126372842
176	0.7081598518
177	0.7034285476
178	0.6988068808
179	0.6944464504
180	0.6901983661
181	0.6856355662
182	0.6814847879
183	0.6773223896
184	0.6732140404
185	0.6690571966
186	0.6649251958
187	0.6608565415
188	0.6568799669
189	0.6528814784
190	0.6488173647
191	0.6449701446
192	0.6411169415
193	0.6372037535
194	0.6332990601
195	0.6294288677
196	0.6258830707
197	0.6220672248
198	0.6184635062
199	0.6146792633
200	0.6110975745
201	0.6074008953
202	0.603842965
203	0.6003552465
204	0.5968316926
205	0.5933886242
206	0.5899171749
207	0.5865547383
208	0.5830673285
209	0.5797049563
210	0.5763670737
211	0.5729403003
212	0.5696396856
213	0.5664444493
214	0.5633414586
215	0.560207875
216	0.5569350745
217	0.5538301139
218	0.5504860091
219	0.5473421663
220	0.5442846604
221	0.5411022811
222	0.5380897617
223	0.5349702269
224	0.5319265502
225	0.5289809439
226	0.5258884044
227	0.5228704759
228	0.520026668
229	0.5171379163
230	0.5142520703
231	0.5113573443
232	0.508518742
233	0.5057260382
234	0.5028641593
235	0.5001895588
236	0.4974218377
237	0.494783344
238	0.4920741868
239	0.4893094082
240	0.4865485569
241	0.4840376582
242	0.481483772
243	0.4789720919
244	0.4763694227
245	0.4738357542
246	0.4711930754
247	0.4687882164
248	0.466352183
249	0.4638367474
250	0.4613086288
251	0.4588578495
252	0.4564047994
253	0.453993037
254	0.4516577053
255	0.4493211268
256	0.4468879389
257	0.4443972767
258	0.4421004801
259	0.4398234184
260	0.4375319324
261	0.4352874604
262	0.4328792639
263	0.4306946896
264	0.4285882483
265	0.4264497967
266	0.4243062016
267	0.4221713355
268	0.4199171005
269	0.4177654022
270	0.4157047791
271	0.4135729691
272	0.4115941289
273	0.4096072291
274	0.4076523543
275	0.4055512496
276	0.4035428303
277	0.4016070598
278	0.3996374576
279	0.3977242086
280	0.3957656269
281	0.3938910527
282	0.3920178366
283	0.3899824311
284	0.3881577096
285	0.3862878389
286	0.3845202443
287	0.382710017
288	0.3807511364
289	0.3788550085
290	0.3771083118
291	0.3753460356
292	0.3736192073
293	0.3718272065
294	0.3701301558
295	0.3683865868
296	0.3666937006
297	0.3649974215
298	0.3633880699
299	0.3617394989
300	0.3600829994
301	0.3583903282
302	0.3566754576
303	0.3550780345
304	0.3535065091
305	0.3519596226
306	0.3504164142
307	0.3487031956
308	0.3471815214
309	0.3456582595
310	0.3440931525
311	0.3425968421
312	0.3410941295
313	0.3394450395
314	0.3378745462
315	0.3363359426
316	0.3348345888
317	0.3334094707
318	0.3319238825
319	0.3304817574
320	0.3290785816
321	0.3276888012
322	0.3262945643
323	0.3249886538
324	0.3236614341
325	0.3221780555
326	0.3207116415
327	0.3193377551
328	0.31798831
329	0.3166439231
330	0.3153167306
331	0.3139360436
332	0.3126481456
333	0.3113378432
334	0.3100541155
335	0.3088193806
336	0.3075344683
337	0.3063008494
338	0.3050261262
339	0.3038029329
340	0.3025195279
341	0.3011345824
342	0.2999137406
343	0.2987248933
344	0.2975192037
345	0.2962904974
346	0.2950533355
347	0.2938679505
348	0.2926490904
349	0.2914979727
350	0.2903837056
351	0.2891923055
352	0.2879941872
353	0.2868724109
354	0.285776667
355	0.2846386585
356	0.2835560896
357	0.2824338387
358	0.2812939194
359	0.2801968155
360	0.2791343414
361	0.2780658014
362	0.2770576366
363	0.2760338659
364	0.2749684632
365	0.2739283457
366	0.2729046001
367	0.2718835739
368	0.2708596374
369	0.2698613337
370	0.2688135206
371	0.2678200735
372	0.2668469659
373	0.2658303014
374	0.2648411529
375	0.2638625647
376	0.2628950039
377	0.2619602808
378	0.2609867382
379	0.2599752505
380	0.25897165
381	0.2580051225
382	0.2570649577
383	0.2561519597
384	0.2551830428
385	0.2541871816
386	0.2531743561
387	0.2523024807
388	0.2513824003
389	0.2504879528
390	0.2496018278
391	0.248700413
392	0.2478347253
393	0.2469744167
394	0.2460172433
395	0.245149082
396	0.2442786852
397	0.243401029
398	0.2425640102
399	0.2417076694
400	0.2408588629
401	0.2399891977
402	0.2391659703
403	0.2383188636
404	0.2374920251
405	0.2366521807
406	0.2358064239
407	0.2349928839
408	0.2341572921
409	0.2333429907
410	0.2325023077
411	0.2316697874
412	0.2308287231
413	0.2299799039
414	0.2292257522
415	0.2284330381
416	0.2276395832
417	0.2268706467
418	0.2261167758
419	0.2253510575
420	0.2246407559
421	0.2239084849
422	0.2231929625
423	0.2224621267
424	0.2217353629
425	0.2210500734
426	0.2203039038
427	0.2195689622
428	0.2188349617
429	0.2181359977
430	0.217437916
431	0.2166848461
432	0.215964561
433	0.2151646111
434	0.2144572708
435	0.2137612166
436	0.2130490493
437	0.2123831852
438	0.2116780015
439	0.2109945911
440	0.2102917921
441	0.2096637731
442	0.2090119515
443	0.2083963535
444	0.2077385289
445	0.2070469371
446	0.2063797151
447	0.2056898234
448	0.2049868856
449	0.2043374354
450	0.2036958106
451	0.2030727687
452	0.2024625666
453	0.201847648
454	0.2012216595
455	0.2006187199
456	0.1999941821
457	0.1993773563
458	0.1987036024
459	0.1980663345
460	0.1974853303
461	0.1968999246
462	0.1963101958
463	0.1957414405
464	0.195169869
465	0.1946046973
466	0.1940398477
467	0.1934469175
468	0.1928759968
469	0.1923159447
470	0.1917690755
471	0.1911727067
472	0.1906221617
473	0.1900667196
474	0.1894924136
475	0.188951687
476	0.1883950646
477	0.1878418295
478	0.1873042061
479	0.1867864784
480	0.1862608315
481	0.1857157572
482	0.1851471863
483	0.1846237268
484	0.1840512544
485	0.1835419899
486	0.1830195507
487	0.1824786189
488	0.1819409799
489	0.1814449459
490	0.1809437836
491	0.1804184374
492	0.1799000203
493	0.1793969372
494	0.1788811558
495	0.1783689511
496	0.1778441843
497	0.177380697
498	0.1768937566
499	0.1764126579
500	0.175948092
501	0.1754509914
502	0.1749688349
503	0.174484173
504	0.1740281522
505	0.1735540194
506	0.1730721838
507	0.1725825779
508	0.1721402472
509	0.1716802513
510	0.1712281904
511	0.1707803206
512	0.1703328777
513	0.1698913742
514	0.1694334735
515	0.1690012654
516	0.1684966794
517	0.1680535756
518	0.1676036045
519	0.1671733826
520	0.1666551784
521	0.1662249873
522	0.1658036026
523	0.1653417114
524	0.164923345
525	0.1644877879
526	0.1640917037
527	0.1636388632
528	0.1631730688
529	0.1627516219
530	0.1623130775
531	0.161893155
532	0.1614658881
533	0.1610432404
534	0.1606299825
535	0.1602025318
536	0.1598023504
537	0.1593732552
538	0.1589782968
539	0.1585694145
540	0.1581303201
541	0.1577291957
542	0.1573265954
543	0.1569504573
544	0.1565560493
545	0.1561671951
546	0.155782543
547	0.1553894546
548	0.15498888
549	0.1546202103
550	0.1542239944
551	0.153824941
552	0.153440408
553	0.1530548921
554	0.1526651025
555	0.1522749801
556	0.1519065903
557	0.1514611313
558	0.1510861163
559	0.1507038213
560	0.1503490501
561	0.1499905252
562	0.1496166603
563	0.1492579382
564	0.1489122281
565	0.1485535771
566	0.1481613851
567	0.1477934057
568	0.1474458736
569	0.1470774227
570	0.1467192746
571	0.1463540759
572	0.1460159496
573	0.1456771057
574	0.1453118544
575	0.1449610187
576	0.1446219699
577	0.1442867533
578	0.1439242365
579	0.1436018956
580	0.1432894742
581	0.1429568714
582	0.1426260125
583	0.1422914441
584	0.1419322385
585	0.1415950134
586	0.1412703693
587	0.1409490973
588	0.1406073684
589	0.1402579314
590	0.1399456418
591	0.1396347834
592	0.1393137467
593	0.1389810137
594	0.1386540022
595	0.1383116619
596	0.1379947955
597	0.1376865491
598	0.1373933461
599	0.1370694549
600	0.1367534084
601	0.1364458351
602	0.1361471586
603	0.1358506653
604	0.1355246719
605	0.1352310836
606	0.1349324416
607	0.1346324667
608	0.1343142842
609	0.1340195662
610	0.1337202676
611	0.133338497
612	0.1330232107
613	0.1327420232
614	0.1324567486
615	0.1321594483
616	0.1318869226
617	0.1315933789
618	0.1312976663
619	0.1310092405
620	0.1307316334
621	0.1304385
622	0.1301577813
623	0.1298789549
624	0.1296122376
625	0.1293315351
626	0.1290501746
627	0.1287797206
628	0.1285039627
629	0.1282319627
630	0.1279376867
631	0.1276561667
632	0.1273876503
633	0.1271319757
634	0.1268704716
635	0.1266199065
636	0.1263610119
637	0.1261023099
638	0.1258263693
639	0.1255766904
640	0.1253212738
641	0.1250401526
642	0.124788223
643	0.1245340426
644	0.124269189
645	0.1240218131
646	0.1237643942
647	0.1235158687
648	0.1232501518
649	0.1229882531
650	0.1227262343
651	0.122445779
652	0.1222018184
653	0.1219491845
654	0.1217320963
655	0.1214902558
656	0.1212553701
657	0.1209959196
658	0.1207561288
659	0.1205042358
660	0.1202540906
661	0.1200050345
662	0.119754969
663	0.1195153761
664	0.1192607906
665	0.1190229576
666	0.1187841943
667	0.1185442682
668	0.1183059444
669	0.1180686675
670	0.117841412
671	0.1176060425
672	0.1173424127
673	0.1171140171
674	0.1168713185
675	0.116643972
676	0.1164111892
677	0.116191561
678	0.1159554409
679	0.1157236338
680	0.1154965958
681	0.1152727812
682	0.1150532299
683	0.1148362962
684	0.1146012048
685	0.1143936075
686	0.1141749783
687	0.1139466235
688	0.1137258566
689	0.1134966909
690	0.1132722147
691	0.113066119
692	0.1128319346
693	0.1126143816
694	0.1123949018
695	0.1121803139
696	0.1119672453
697	0.111754096
698	0.111518449
699	0.1113060691
700	0.111092264
701	0.1108831741
702	0.1106478376
703	0.1104188195
704	0.110220492
705	0.1099798171
706	0.1097756867
707	0.1095835859
708	0.1093781297
709	0.109166281
710	0.1089655977
711	0.1087647077
712	0.1085449339
713	0.1083378855
714	0.1081103138
715	0.1079006724
716	0.1076968897
717	0.107487615
718	0.1072946322
719	0.1070987389
720	0.1069064588
721	0.1067194366
722	0.1065274036
723	0.1063268985
724	0.1061301424
725	0.105919016
726	0.1057201367
727	0.1055319613
728	0.1053394906
729	0.1051523918
730	0.1049358248
731	0.1047349984
732	0.1045416907
733	0.1044325872
734	0.1042359586
735	0.1040521185
736	0.1038599906
737	0.1036778232
738	0.1034745285
739	0.1032960839
740	0.1031171922
741	0.1029387017
742	0.1027548914
743	0.1025770355
744	0.1023885691
745	0.1022102763
746	0.1020331885
747	0.1018561737
748	0.1016881524
749	0.1015026688
750	0.1013250705
751	0.1011493956
752	0.1009677386
753	0.1007850836
754	0.1005902807
755	0.1004139298
756	0.100242526
757	0.1000496962
758	0.09987523667
759	0.09970707467
760	0.09953294668
761	0.0993582826
762	0.09919178842
763	0.09901202792
764	0.0988375253
765	0.09866984366
766	0.09850503045
767	0.09833552966
768	0.09816882752
769	0.09799304213
770	0.0978310428
771	0.09765612734
772	0.09748786537
773	0.09730889584
774	0.09714291343
775	0.09698190741
776	0.09681417443
777	0.09664858138
778	0.09648561988
779	0.09632137645
780	0.09615811589
781	0.09600038734
782	0.09582907202
783	0.0956764788
784	0.09550675648
785	0.09534855538
786	0.09520096058
787	0.09503912195
788	0.09485715963
789	0.0946976719
790	0.09454352064
791	0.09439592899
792	0.09423487414
793	0.09408733077
794	0.09392191118
795	0.09376730567
796	0.09361494555
797	0.09346160913
798	0.0933218521
799	0.09316866899
800	0.09301991193
801	0.09286471215
802	0.09271609824
803	0.09256501017
804	0.09241976693
805	0.09226602371
806	0.09211557862
807	0.09197070897
808	0.09182039075
809	0.0916757279
810	0.09153438573
811	0.09138933726
812	0.09124116217
813	0.09109373397
814	0.0909462968
815	0.0907987822
816	0.09065511448
817	0.09050720275
818	0.0903517423
819	0.09021664102
820	0.09005999632
821	0.08990973924
822	0.08977236924
823	0.08963538067
824	0.08948521469
825	0.08934733302
826	0.08920367204
827	0.08907050288
828	0.08892511447
829	0.08878625221
830	0.08864638183
831	0.08850977065
832	0.08835543743
833	0.08821663407
834	0.08808706134
835	0.08792750004
836	0.08779189985
837	0.08765754546
838	0.08751943564
839	0.08738593426
840	0.08725462802
841	0.08711489669
842	0.0869709301
843	0.08683395561
844	0.08669377402
845	0.0865655299
846	0.08644098244
847	0.08631673261
848	0.08618680903
849	0.08606016491
850	0.08592552251
851	0.08580021533
852	0.08567707387
853	0.0855210511
854	0.08538198584
855	0.08525329398
856	0.08511501344
857	0.08498387633
858	0.0848536124
859	0.08472662347
860	0.08460340484
861	0.08448008025
862	0.08434994197
863	0.08422308499
864	0.08408665368
865	0.08395354682
866	0.08382663459
867	0.08370871656
868	0.08358446555
869	0.0834660477
870	0.08334522887
871	0.08321252633
872	0.08308903288
873	0.08295667814
874	0.08283348644
875	0.08270661425
876	0.08258517406
877	0.08246065467
878	0.08233375992
879	0.08221543032
880	0.08208715468
881	0.08197093152
882	0.0818390148
883	0.08171698281
884	0.08159735775
885	0.08148156763
886	0.08136579613
887	0.08125137411
888	0.08112194456
889	0.08099480534
890	0.08086235795
891	0.08074492406
892	0.08062945747
893	0.08050397203
894	0.0803795281
895	0.08025851763
896	0.08014514132
897	0.0800339406
898	0.07991158236
899	0.07980217444
900	0.07968839969
901	0.07957875536
902	0.07946658057
903	0.07935199632
904	0.0792404116
905	0.07912536217
906	0.07901047049
907	0.07889538617
908	0.07878320395
909	0.07866497739
910	0.07855638654
911	0.07844215402
912	0.07832307888
913	0.07821102471
914	0.07810813731
915	0.07799713233
916	0.07788984591
917	0.07778162183
918	0.07766252763
919	0.07755788568
920	0.07744515199
921	0.07733726319
922	0.07722473255
923	0.07711582819
924	0.07700450677
925	0.07689394796
926	0.07678950419
927	0.07667938935
928	0.07657076727
929	0.0764670555
930	0.07636370006
931	0.0762609442
932	0.07616148916
933	0.0760582209
934	0.07595479807
935	0.07585697979
936	0.07575373048
937	0.07565459099
938	0.07555158929
939	0.07544770694
940	0.07534823378
941	0.07524520187
942	0.07514757816
943	0.07505235132
944	0.07494898908
945	0.07485185657
946	0.07474214178
947	0.07463992289
948	0.07454076999
949	0.07444320475
950	0.07434435105
951	0.07424609754
952	0.07414603291
953	0.07404618983
954	0.07394512647
955	0.07385263718
956	0.07375343662
957	0.07365239826
958	0.07355363656
959	0.07345701303
960	0.07335696221
961	0.0732603721
962	0.0731557612
963	0.0730571789
964	0.07296137896
965	0.07285427555
966	0.07276286314
967	0.07266901863
968	0.07257368338
969	0.07247241714
970	0.0723707365
971	0.0722754041
972	0.07218298599
973	0.07208547044
974	0.07198985053
975	0.07189667849
976	0.07179411553
977	0.07170358135
978	0.0716031016
979	0.07151426159
980	0.07142206105
981	0.07132857597
982	0.07123962838
983	0.0711476877
984	0.0710554041
985	0.07096754277
986	0.07087733762
987	0.07079086773
988	0.07069861257
989	0.07060995916
990	0.07051692622
991	0.07042899945
992	0.07034005326
993	0.07025427292
994	0.07016655088
995	0.07007792682
996	0.06998316448
997	0.06988921253
998	0.0697981729
999	0.06970476407
1000	0.06962211957
1001	0.06953690083
1002	0.06945058426
1003	0.06936066155
1004	0.06927595126
1005	0.06919346227
1006	0.06910609
1007	0.06901753187
1008	0.06893125633
1009	0.06884655236
1010	0.06876169621
1011	0.06867293458
1012	0.0685868289
1013	0.06850138086
1014	0.06841176369
1015	0.06832844289
1016	0.06824436844
1017	0.06815339446
1018	0.0680768902
1019	0.06799073966
1020	0.06790444069
1021	0.06781869274
1022	0.0677329302
1023	0.06764977061
1024	0.06756644031
1025	0.06748214278
1026	0.06739826905
1027	0.06731980408
1028	0.06723878353
1029	0.06715481838
1030	0.06706382731
1031	0.06698487358
1032	0.06690451702
1033	0.06682769433
1034	0.06674498485
1035	0.06666660882
1036	0.06658937236
1037	0.06651123655
1038	0.06643125371
1039	0.06634752704
1040	0.06626503173
1041	0.06619169166
1042	0.06611288724
1043	0.06603561416
1044	0.06595888652
1045	0.06587995259
1046	0.06580490121
1047	0.06571967327
1048	0.06563919004
1049	0.06556222595
1050	0.06548950069
1051	0.06540417845
1052	0.06532563079
1053	0.0652360223
1054	0.06515728468
1055	0.06507943111
1056	0.0650067695
1057	0.0649287945
1058	0.06485051874
1059	0.06477206816
1060	0.06470039676
1061	0.06462273404
1062	0.06454010821
1063	0.06446149875
1064	0.06438761654
1065	0.06431427704
1066	0.06423733337
1067	0.06416167823
1068	0.06408902664
1069	0.0640163734
1070	0.06394050837
1071	0.06386602532
1072	0.06378984315
1073	0.06371166784
1074	0.06363070378
1075	0.06355756578
1076	0.06348499949
1077	0.06341312781
1078	0.0633424114
1079	0.06326763295
1080	0.06319226868
1081	0.0631093448
1082	0.06303748109
1083	0.06296201413
1084	0.06289832115
1085	0.06282829818
1086	0.06275022297
1087	0.0626759495
1088	0.06260396173
1089	0.06253177349
1090	0.06245359792
1091	0.06238447888
1092	0.06231561176
1093	0.06224894479
1094	0.06218265617
1095	0.0621137445
1096	0.06204407475
1097	0.06197760173
1098	0.06190720126
1099	0.06183587769
1100	0.06176630115
1101	0.06169358727
1102	0.06162033022
1103	0.06155354647
1104	0.06148530927
1105	0.06141852022
1106	0.06135232989
1107	0.0612842532
1108	0.06121687869
1109	0.06114830804
1110	0.06108036611
1111	0.0610109097
1112	0.06094144617
1113	0.06087329096
1114	0.06080563757
1115	0.06072926581
1116	0.06066243865
1117	0.06059804702
1118	0.06053526405
1119	0.06047087805
1120	0.06040226141
1121	0.06033638523
1122	0.0602658435
1123	0.06019996721
1124	0.06012875881
1125	0.06005266981
1126	0.05998868544
1127	0.05992789316
1128	0.05985576738
1129	0.05979053214
1130	0.05972429473
1131	0.05965815949
1132	0.0595914426
1133	0.05952288519
1134	0.05945654841
1135	0.0593923727
1136	0.05932826561
1137	0.05925978007
1138	0.0591914086
1139	0.05912734296
1140	0.05906462266
1141	0.05900138995
1142	0.05893999806
1143	0.05887369627
1144	0.05880319429
1145	0.05873809838
1146	0.05866509144
1147	0.05860024872
1148	0.05853881974
1149	0.05847154007
1150	0.05840543173
1151	0.05834009797
1152	0.05827839949
1153	0.05821071689
1154	0.05814888555
1155	0.05808420212
1156	0.05801917629
1157	0.05795374221
1158	0.0578943631
1159	0.05783165374
1160	0.05777293282
1161	0.05771145587
1162	0.05765289958
1163	0.05759274581
1164	0.05753268383
1165	0.05747338522
1166	0.05741628085
1167	0.05735018486
1168	0.05728646527
1169	0.05722738294
1170	0.05716410987
1171	0.05710088357
1172	0.05703730189
1173	0.05697827053
1174	0.05691955131
1175	0.05686139732
1176	0.05679480397
1177	0.05673826588
1178	0.05668008779
1179	0.05662318657
1180	0.05656638974
1181	0.05650989045
1182	0.05645172493
1183	0.05639385225
1184	0.05632805944
1185	0.05627073364
1186	0.0562103255
1187	0.05615007545
1188	0.05609030293
1189	0.05603321842
1190	0.05597340659
1191	0.05591348663
1192	0.05585356315
1193	0.05579771467
1194	0.05573951832
1195	0.05568334281
1196	0.05562261031
1197	0.05556912417
1198	0.05551448704
1199	0.05545541463
1200	0.05539981262
1201	0.05534565643
1202	0.05529202413
1203	0.05523517968
1204	0.0551819015
1205	0.0551265333
1206	0.05507266418
1207	0.05501756215
1208	0.05496091505
1209	0.05490646921
1210	0.05485040741
1211	0.0547976079
1212	0.05474201786
1213	0.05468618573
1214	0.05463060511
1215	0.05457422915
1216	0.05451875052
1217	0.05446265235
1218	0.05440803317
1219	0.05435501069
1220	0.0543014469
1221	0.0542478652
1222	0.05419427024
1223	0.05414203354
1224	0.05408548128
1225	0.05402601601
1226	0.05397208622
1227	0.05391979941
1228	0.05386557963
1229	0.05381629827
1230	0.05376228663
1231	0.05371049388
1232	0.05365130408
1233	0.05359943556
1234	0.05354679846
1235	0.05349136178
1236	0.05343356702
1237	0.05337733488
1238	0.05332376381
1239	0.05326996621
1240	0.0532175388
1241	0.05316610485
1242	0.05311033991
1243	0.0530594989
1244	0.05300672079
1245	0.0529535563
1246	0.05289498503
1247	0.05284390021
1248	0.05279160301
1249	0.05273827211
1250	0.05268450455
1251	0.05263194307
1252	0.05257820966
1253	0.05252792374
1254	0.0524770374
1255	0.05242786406
1256	0.05237875375
1257	0.05232578188
1258	0.05227004172
1259	0.0522163567
1260	0.05216705275
1261	0.0521159534
1262	0.05206578739
1263	0.05201580837
1264	0.05196295854
1265	0.05191552709
1266	0.05186182504
1267	0.05181185197
1268	0.05176397094
1269	0.05171452885
1270	0.05166242892
1271	0.05161148824
1272	0.05156367646
1273	0.05151438885
1274	0.05146381265
1275	0.05141708029
1276	0.0513655808
1277	0.05131734849
1278	0.05126826949
1279	0.05122325059
1280	0.05117245129
1281	0.05112501076
1282	0.05107455037
1283	0.05102512472
1284	0.05097627919
1285	0.05093242746
1286	0.05088593056
1287	0.05084052549
1288	0.05079270024
1289	0.05074231306
1290	0.0506956689
1291	0.05064827528
1292	0.05059768991
1293	0.05054716055
1294	0.05050253453
1295	0.05045382521
1296	0.05040731684
1297	0.05036035632
1298	0.0503139873
1299	0.0502676941
1300	0.05021773154
1301	0.05017069287
1302	0.05012306329
1303	0.05007582691
1304	0.0500265908
1305	0.04998110192
1306	0.04993571062
1307	0.0498902725
